"X","person_id","offer_id","spent_amount","reward_paid","time","gender","age","became_member_on","income","profile_number","cluster"
53,"012ee55a90bd4d969b0d0cdfaffdf6ab",NA,1.77,NA,636,NA,118,20171211,NA,3318,4
54,"012ee55a90bd4d969b0d0cdfaffdf6ab",NA,0.26,NA,654,NA,118,20171211,NA,3318,4
55,"0155a21497d54684a55c3bc609843768",NA,1.4,NA,42,NA,118,20160405,NA,16820,1
56,"0155a21497d54684a55c3bc609843768",NA,0.67,NA,60,NA,118,20160405,NA,16820,1
57,"0155a21497d54684a55c3bc609843768",NA,0.16,NA,66,NA,118,20160405,NA,16820,1
58,"0155a21497d54684a55c3bc609843768",NA,1.33,NA,180,NA,118,20160405,NA,16820,1
59,"0155a21497d54684a55c3bc609843768",NA,1.46,NA,282,NA,118,20160405,NA,16820,1
60,"0155a21497d54684a55c3bc609843768",NA,0.1,NA,432,NA,118,20160405,NA,16820,1
61,"0155a21497d54684a55c3bc609843768",NA,0.52,NA,540,NA,118,20160405,NA,16820,1
62,"0155a21497d54684a55c3bc609843768",NA,1.68,NA,636,NA,118,20160405,NA,16820,1
63,"0155a21497d54684a55c3bc609843768",NA,0.12,NA,666,NA,118,20160405,NA,16820,1
64,"0155a21497d54684a55c3bc609843768",NA,0.5,NA,696,NA,118,20160405,NA,16820,1
65,"0193c118afe84208b33ffeb1dcb277d8",NA,3.84,NA,534,NA,118,20180427,NA,6872,4
66,"0193c118afe84208b33ffeb1dcb277d8",NA,2.21,NA,672,NA,118,20180427,NA,6872,4
67,"01e91c5bc14148b2a4de0ce819e4c500",NA,1.45,NA,150,NA,118,20170424,NA,8655,2
68,"01e91c5bc14148b2a4de0ce819e4c500",NA,0.69,NA,192,NA,118,20170424,NA,8655,2
69,"01e91c5bc14148b2a4de0ce819e4c500",NA,0.43,NA,210,NA,118,20170424,NA,8655,2
70,"01e91c5bc14148b2a4de0ce819e4c500",NA,0.32,NA,276,NA,118,20170424,NA,8655,2
71,"01e91c5bc14148b2a4de0ce819e4c500",NA,1.79,NA,318,NA,118,20170424,NA,8655,2
72,"01e91c5bc14148b2a4de0ce819e4c500",NA,0.21,NA,456,NA,118,20170424,NA,8655,2
73,"01e91c5bc14148b2a4de0ce819e4c500",NA,0.15,NA,522,NA,118,20170424,NA,8655,2
74,"01e91c5bc14148b2a4de0ce819e4c500",NA,0.69,NA,612,NA,118,20170424,NA,8655,2
75,"020354b1aea342cbaa018993f68fba68",NA,0.89,NA,606,NA,118,20170910,NA,2222,4
76,"020c2d7b3d1b4d24b9502626b2d7ef46",NA,4.44,NA,366,NA,118,20160224,NA,10076,1
77,"020c2d7b3d1b4d24b9502626b2d7ef46",NA,2.59,NA,372,NA,118,20160224,NA,10076,1
78,"020c2d7b3d1b4d24b9502626b2d7ef46",NA,2.65,NA,420,NA,118,20160224,NA,10076,1
79,"020c2d7b3d1b4d24b9502626b2d7ef46",NA,5.04,NA,522,NA,118,20160224,NA,10076,1
80,"020c2d7b3d1b4d24b9502626b2d7ef46",NA,1.35,NA,582,NA,118,20160224,NA,10076,1
81,"020c2d7b3d1b4d24b9502626b2d7ef46",NA,4.87,NA,648,NA,118,20160224,NA,10076,1
82,"020d3a52b9ce432ea5f98fc58e9bfcc4",NA,5.15,NA,138,NA,118,20171013,NA,57,4
83,"020d3a52b9ce432ea5f98fc58e9bfcc4",NA,3.47,NA,246,NA,118,20171013,NA,57,4
84,"020d3a52b9ce432ea5f98fc58e9bfcc4",NA,0.9,NA,360,NA,118,20171013,NA,57,4
85,"020d3a52b9ce432ea5f98fc58e9bfcc4",NA,3.7,NA,456,NA,118,20171013,NA,57,4
86,"020d3a52b9ce432ea5f98fc58e9bfcc4",NA,0.38,NA,552,NA,118,20171013,NA,57,4
87,"020d3a52b9ce432ea5f98fc58e9bfcc4",NA,3.33,NA,624,NA,118,20171013,NA,57,4
88,"0223ed57fef54575ac0b256937dc68fa",NA,4.25,NA,78,NA,118,20170624,NA,7016,4
89,"0223ed57fef54575ac0b256937dc68fa",NA,2.05,NA,102,NA,118,20170624,NA,7016,4
90,"0223ed57fef54575ac0b256937dc68fa",NA,1.62,NA,174,NA,118,20170624,NA,7016,4
91,"0223ed57fef54575ac0b256937dc68fa",NA,2.02,NA,270,NA,118,20170624,NA,7016,4
92,"0223ed57fef54575ac0b256937dc68fa",NA,0.65,NA,300,NA,118,20170624,NA,7016,4
93,"0223ed57fef54575ac0b256937dc68fa",NA,1.49,NA,312,NA,118,20170624,NA,7016,4
94,"0223ed57fef54575ac0b256937dc68fa",NA,0.59,NA,474,NA,118,20170624,NA,7016,4
95,"0223ed57fef54575ac0b256937dc68fa",NA,0.25,NA,480,NA,118,20170624,NA,7016,4
96,"0223ed57fef54575ac0b256937dc68fa",NA,1.88,NA,558,NA,118,20170624,NA,7016,4
97,"027561a162a54d86b6d45af5071c4d27",NA,1.04,NA,222,NA,118,20171121,NA,7166,4
98,"027561a162a54d86b6d45af5071c4d27",NA,1.59,NA,252,NA,118,20171121,NA,7166,4
99,"0295719cd357460cbab54f2392b01d19",NA,1.4,NA,30,NA,118,20160906,NA,14949,1
100,"0295719cd357460cbab54f2392b01d19",NA,0.73,NA,66,NA,118,20160906,NA,14949,1
101,"0295719cd357460cbab54f2392b01d19",NA,0.06,NA,126,NA,118,20160906,NA,14949,1
102,"0295719cd357460cbab54f2392b01d19",NA,2.12,NA,246,NA,118,20160906,NA,14949,1
103,"0295719cd357460cbab54f2392b01d19",NA,7.91,NA,264,NA,118,20160906,NA,14949,1
104,"0295719cd357460cbab54f2392b01d19",NA,5.93,NA,390,NA,118,20160906,NA,14949,1
105,"0295719cd357460cbab54f2392b01d19",NA,1.89,NA,438,NA,118,20160906,NA,14949,1
106,"0295719cd357460cbab54f2392b01d19",NA,5.84,NA,690,NA,118,20160906,NA,14949,1
107,"0295719cd357460cbab54f2392b01d19",NA,1.18,NA,714,NA,118,20160906,NA,14949,1
108,"02a00d256444415da8460cd2a3457ea7",NA,8.91,NA,282,NA,118,20151206,NA,1991,3
109,"02a00d256444415da8460cd2a3457ea7",NA,3.73,NA,498,NA,118,20151206,NA,1991,3
110,"02a00d256444415da8460cd2a3457ea7",NA,2.14,NA,642,NA,118,20151206,NA,1991,3
111,"02b148f44eee4b9ca7487371472a6781",NA,0.14,NA,168,NA,118,20160516,NA,352,1
112,"02b148f44eee4b9ca7487371472a6781",NA,1.03,NA,276,NA,118,20160516,NA,352,1
113,"02b148f44eee4b9ca7487371472a6781",NA,0.39,NA,294,NA,118,20160516,NA,352,1
114,"02b148f44eee4b9ca7487371472a6781",NA,2.83,NA,348,NA,118,20160516,NA,352,1
115,"02b148f44eee4b9ca7487371472a6781",NA,2.15,NA,438,NA,118,20160516,NA,352,1
116,"02b148f44eee4b9ca7487371472a6781",NA,3.72,NA,510,NA,118,20160516,NA,352,1
117,"02b148f44eee4b9ca7487371472a6781",NA,1.72,NA,570,NA,118,20160516,NA,352,1
118,"02b148f44eee4b9ca7487371472a6781",NA,1.8,NA,630,NA,118,20160516,NA,352,1
119,"02b148f44eee4b9ca7487371472a6781",NA,2.11,NA,666,NA,118,20160516,NA,352,1
120,"02b148f44eee4b9ca7487371472a6781",NA,3.63,NA,684,NA,118,20160516,NA,352,1
121,"02b148f44eee4b9ca7487371472a6781",NA,0.54,NA,690,NA,118,20160516,NA,352,1
122,"02d206df55d54efda515783e1c525e8d",NA,2.12,NA,612,NA,118,20170912,NA,349,4
123,"02d206df55d54efda515783e1c525e8d",NA,2.31,NA,696,NA,118,20170912,NA,349,4
124,"02d2c404f19440ff9038c0d60a695cbd",NA,1.22,NA,54,NA,118,20170918,NA,9112,2
125,"02d2c404f19440ff9038c0d60a695cbd",NA,6.59,NA,96,NA,118,20170918,NA,9112,2
126,"02d2c404f19440ff9038c0d60a695cbd",NA,8.66,NA,132,NA,118,20170918,NA,9112,2
127,"02d2c404f19440ff9038c0d60a695cbd",NA,0.94,NA,180,NA,118,20170918,NA,9112,2
128,"02d2c404f19440ff9038c0d60a695cbd",NA,0.85,NA,420,NA,118,20170918,NA,9112,2
129,"02d2c404f19440ff9038c0d60a695cbd",NA,0.93,NA,444,NA,118,20170918,NA,9112,2
130,"02d2c404f19440ff9038c0d60a695cbd",NA,0.34,NA,624,NA,118,20170918,NA,9112,2
131,"02f446e152254ab7b01e29698932dd01",NA,1.97,NA,246,NA,118,20170606,NA,3376,4
132,"02f446e152254ab7b01e29698932dd01",NA,3.22,NA,384,NA,118,20170606,NA,3376,4
133,"02f446e152254ab7b01e29698932dd01",NA,4.83,NA,474,NA,118,20170606,NA,3376,4
134,"02f446e152254ab7b01e29698932dd01",NA,2.85,NA,480,NA,118,20170606,NA,3376,4
135,"02f446e152254ab7b01e29698932dd01",NA,1.33,NA,492,NA,118,20170606,NA,3376,4
136,"02f446e152254ab7b01e29698932dd01",NA,1.09,NA,666,NA,118,20170606,NA,3376,4
137,"02f77bb76ed14d28a05e23b3e00aeb9b",NA,0.05,NA,72,NA,118,20180221,NA,10120,2
138,"02f77bb76ed14d28a05e23b3e00aeb9b",NA,5.43,NA,204,NA,118,20180221,NA,10120,2
139,"02f77bb76ed14d28a05e23b3e00aeb9b",NA,4.74,NA,348,NA,118,20180221,NA,10120,2
140,"02f77bb76ed14d28a05e23b3e00aeb9b",NA,5.6,NA,564,NA,118,20180221,NA,10120,2
141,"032aaa79b15e4103a9e91a786d416734",NA,3.58,NA,216,NA,118,20170130,NA,2421,4
142,"032aaa79b15e4103a9e91a786d416734",NA,3.65,NA,222,NA,118,20170130,NA,2421,4
143,"032aaa79b15e4103a9e91a786d416734",NA,1.79,NA,306,NA,118,20170130,NA,2421,4
144,"032aaa79b15e4103a9e91a786d416734",NA,2.38,NA,318,NA,118,20170130,NA,2421,4
145,"032aaa79b15e4103a9e91a786d416734",NA,3.78,NA,372,NA,118,20170130,NA,2421,4
146,"032aaa79b15e4103a9e91a786d416734",NA,2.54,NA,510,NA,118,20170130,NA,2421,4
147,"032aaa79b15e4103a9e91a786d416734",NA,2.81,NA,534,NA,118,20170130,NA,2421,4
148,"032aaa79b15e4103a9e91a786d416734",NA,4.73,NA,678,NA,118,20170130,NA,2421,4
149,"03361f5f681e46ad97796d52caf9afa2",NA,0.83,NA,36,NA,118,20160811,NA,3067,1
150,"03361f5f681e46ad97796d52caf9afa2",NA,4.75,NA,216,NA,118,20160811,NA,3067,1
151,"03361f5f681e46ad97796d52caf9afa2",NA,0.79,NA,420,NA,118,20160811,NA,3067,1
152,"03361f5f681e46ad97796d52caf9afa2",NA,0.62,NA,438,NA,118,20160811,NA,3067,1
153,"03361f5f681e46ad97796d52caf9afa2",NA,0.56,NA,480,NA,118,20160811,NA,3067,1
154,"03361f5f681e46ad97796d52caf9afa2",NA,1.42,NA,576,NA,118,20160811,NA,3067,1
155,"03361f5f681e46ad97796d52caf9afa2",NA,0.94,NA,630,NA,118,20160811,NA,3067,1
156,"03361f5f681e46ad97796d52caf9afa2",NA,0.39,NA,660,NA,118,20160811,NA,3067,1
157,"03361f5f681e46ad97796d52caf9afa2",NA,2.42,NA,672,NA,118,20160811,NA,3067,1
158,"03361f5f681e46ad97796d52caf9afa2",NA,2.39,NA,696,NA,118,20160811,NA,3067,1
159,"03533ca5a4244ca3ac48b9c8ccba8332",NA,0.1,NA,204,NA,118,20161024,NA,5509,1
160,"03533ca5a4244ca3ac48b9c8ccba8332",NA,0.15,NA,390,NA,118,20161024,NA,5509,1
161,"03533ca5a4244ca3ac48b9c8ccba8332",NA,1.7,NA,408,NA,118,20161024,NA,5509,1
162,"03533ca5a4244ca3ac48b9c8ccba8332",NA,3.03,NA,498,NA,118,20161024,NA,5509,1
163,"03533ca5a4244ca3ac48b9c8ccba8332",NA,1.26,NA,510,NA,118,20161024,NA,5509,1
164,"03533ca5a4244ca3ac48b9c8ccba8332",NA,3.41,NA,576,NA,118,20161024,NA,5509,1
165,"03533ca5a4244ca3ac48b9c8ccba8332",NA,4.63,NA,588,NA,118,20161024,NA,5509,1
166,"03659e112e884f38afa963dcb243c6a6",NA,0.59,NA,300,NA,118,20171229,NA,4720,4
167,"03659e112e884f38afa963dcb243c6a6",NA,1.11,NA,324,NA,118,20171229,NA,4720,4
168,"03659e112e884f38afa963dcb243c6a6",NA,2.27,NA,390,NA,118,20171229,NA,4720,4
169,"03659e112e884f38afa963dcb243c6a6",NA,2.1,NA,438,NA,118,20171229,NA,4720,4
170,"03659e112e884f38afa963dcb243c6a6",NA,0.27,NA,618,NA,118,20171229,NA,4720,4
171,"037334c596b849cc8f8004e4e663b005",NA,1.36,NA,30,NA,118,20170508,NA,6734,4
172,"037334c596b849cc8f8004e4e663b005",NA,0.47,NA,132,NA,118,20170508,NA,6734,4
173,"037334c596b849cc8f8004e4e663b005",NA,1.11,NA,210,NA,118,20170508,NA,6734,4
174,"037334c596b849cc8f8004e4e663b005",NA,5.92,NA,426,NA,118,20170508,NA,6734,4
175,"037334c596b849cc8f8004e4e663b005",NA,1.89,NA,516,NA,118,20170508,NA,6734,4
176,"037334c596b849cc8f8004e4e663b005",NA,0.49,NA,546,NA,118,20170508,NA,6734,4
177,"037334c596b849cc8f8004e4e663b005",NA,0.68,NA,576,NA,118,20170508,NA,6734,4
178,"037334c596b849cc8f8004e4e663b005",NA,0.81,NA,594,NA,118,20170508,NA,6734,4
179,"037334c596b849cc8f8004e4e663b005",NA,1.95,NA,600,NA,118,20170508,NA,6734,4
180,"037334c596b849cc8f8004e4e663b005",NA,0.6,NA,636,NA,118,20170508,NA,6734,4
181,"03833a1fe27f4435917da7e54c6fa48a",NA,1,NA,300,NA,118,20180323,NA,3802,4
182,"03833a1fe27f4435917da7e54c6fa48a",NA,1.38,NA,552,NA,118,20180323,NA,3802,4
183,"03aaca8d2f4448a0a1a4bc1423b3b45a",NA,0.47,NA,216,NA,118,20171014,NA,6039,4
184,"03aaca8d2f4448a0a1a4bc1423b3b45a",NA,1.92,NA,486,NA,118,20171014,NA,6039,4
185,"03aaca8d2f4448a0a1a4bc1423b3b45a",NA,3.74,NA,612,NA,118,20171014,NA,6039,4
186,"03ab43c52f3f44e3879910eaf9cd138d",NA,1.33,NA,96,NA,118,20171119,NA,6037,4
187,"03ab43c52f3f44e3879910eaf9cd138d",NA,1.64,NA,264,NA,118,20171119,NA,6037,4
188,"03ab43c52f3f44e3879910eaf9cd138d",NA,2.08,NA,312,NA,118,20171119,NA,6037,4
189,"03ab43c52f3f44e3879910eaf9cd138d",NA,0.94,NA,546,NA,118,20171119,NA,6037,4
190,"03ae3b023c2540f4969b64b633be5ede",NA,0.08,NA,210,NA,118,20180101,NA,3517,4
191,"03ae3b023c2540f4969b64b633be5ede",NA,0.78,NA,282,NA,118,20180101,NA,3517,4
192,"03ae3b023c2540f4969b64b633be5ede",NA,2.53,NA,336,NA,118,20180101,NA,3517,4
193,"03ae3b023c2540f4969b64b633be5ede",NA,0.7,NA,360,NA,118,20180101,NA,3517,4
194,"03ae3b023c2540f4969b64b633be5ede",NA,3.14,NA,384,NA,118,20180101,NA,3517,4
195,"03ae3b023c2540f4969b64b633be5ede",NA,4.23,NA,414,NA,118,20180101,NA,3517,4
196,"03ae3b023c2540f4969b64b633be5ede",NA,2.36,NA,552,NA,118,20180101,NA,3517,4
197,"03ae3b023c2540f4969b64b633be5ede",NA,6.6,NA,582,NA,118,20180101,NA,3517,4
198,"03ae3b023c2540f4969b64b633be5ede",NA,7.31,NA,594,NA,118,20180101,NA,3517,4
199,"03ae3b023c2540f4969b64b633be5ede",NA,0.88,NA,618,NA,118,20180101,NA,3517,4
200,"03c7b0b202294fbe8edbd73b0b499fac",NA,2.28,NA,222,NA,118,20170305,NA,1773,4
201,"03c7b0b202294fbe8edbd73b0b499fac",NA,6.18,NA,504,NA,118,20170305,NA,1773,4
202,"03c7b0b202294fbe8edbd73b0b499fac",NA,3.1,NA,600,NA,118,20170305,NA,1773,4
203,"041f00ddd6f340b18c174a0c997c9955",NA,1.59,NA,30,NA,118,20170212,NA,14974,2
204,"041f00ddd6f340b18c174a0c997c9955",NA,4.86,NA,36,NA,118,20170212,NA,14974,2
205,"041f00ddd6f340b18c174a0c997c9955",NA,3.78,NA,42,NA,118,20170212,NA,14974,2
206,"041f00ddd6f340b18c174a0c997c9955",NA,0.25,NA,90,NA,118,20170212,NA,14974,2
207,"041f00ddd6f340b18c174a0c997c9955",NA,3.74,NA,252,NA,118,20170212,NA,14974,2
208,"041f00ddd6f340b18c174a0c997c9955",NA,4.02,NA,306,NA,118,20170212,NA,14974,2
209,"041f00ddd6f340b18c174a0c997c9955",NA,1.37,NA,330,NA,118,20170212,NA,14974,2
210,"041f00ddd6f340b18c174a0c997c9955",NA,1.15,NA,372,NA,118,20170212,NA,14974,2
211,"041f00ddd6f340b18c174a0c997c9955",NA,0.79,NA,444,NA,118,20170212,NA,14974,2
212,"041f00ddd6f340b18c174a0c997c9955",NA,0.42,NA,492,NA,118,20170212,NA,14974,2
213,"041f00ddd6f340b18c174a0c997c9955",NA,2.17,NA,552,NA,118,20170212,NA,14974,2
214,"041f00ddd6f340b18c174a0c997c9955",NA,0.23,NA,582,NA,118,20170212,NA,14974,2
215,"041f00ddd6f340b18c174a0c997c9955",NA,0.28,NA,672,NA,118,20170212,NA,14974,2
216,"041f00ddd6f340b18c174a0c997c9955",NA,2.97,NA,684,NA,118,20170212,NA,14974,2
217,"041f00ddd6f340b18c174a0c997c9955",NA,3.2,NA,696,NA,118,20170212,NA,14974,2
218,"04369aa7ac9a4440a794c471ae7c3f77",NA,1.89,NA,186,NA,118,20170802,NA,16741,2
219,"04369aa7ac9a4440a794c471ae7c3f77",NA,0.05,NA,312,NA,118,20170802,NA,16741,2
220,"04369aa7ac9a4440a794c471ae7c3f77",NA,0.54,NA,360,NA,118,20170802,NA,16741,2
221,"04369aa7ac9a4440a794c471ae7c3f77",NA,2.13,NA,504,NA,118,20170802,NA,16741,2
222,"0485b8cb0bfc4d938895bbd6d8cbd7df",NA,1.87,NA,156,NA,118,20180325,NA,1095,4
223,"0485b8cb0bfc4d938895bbd6d8cbd7df",NA,3.81,NA,210,NA,118,20180325,NA,1095,4
224,"0485b8cb0bfc4d938895bbd6d8cbd7df",NA,0.19,NA,318,NA,118,20180325,NA,1095,4
225,"0485b8cb0bfc4d938895bbd6d8cbd7df",NA,1.86,NA,378,NA,118,20180325,NA,1095,4
226,"0485b8cb0bfc4d938895bbd6d8cbd7df",NA,3.56,NA,414,NA,118,20180325,NA,1095,4
227,"0485b8cb0bfc4d938895bbd6d8cbd7df",NA,1.79,NA,426,NA,118,20180325,NA,1095,4
228,"0485b8cb0bfc4d938895bbd6d8cbd7df",NA,1.86,NA,558,NA,118,20180325,NA,1095,4
229,"0485b8cb0bfc4d938895bbd6d8cbd7df",NA,1.26,NA,564,NA,118,20180325,NA,1095,4
230,"0485b8cb0bfc4d938895bbd6d8cbd7df",NA,2.99,NA,624,NA,118,20180325,NA,1095,4
231,"0485b8cb0bfc4d938895bbd6d8cbd7df",NA,7.41,NA,672,NA,118,20180325,NA,1095,4
232,"04aeb750695a4d9eb3de6ce2ddb7b1e7",NA,0.73,NA,216,NA,118,20171003,NA,13185,2
233,"04aeb750695a4d9eb3de6ce2ddb7b1e7",NA,3.81,NA,378,NA,118,20171003,NA,13185,2
234,"04aeb750695a4d9eb3de6ce2ddb7b1e7",NA,0.71,NA,384,NA,118,20171003,NA,13185,2
235,"04aeb750695a4d9eb3de6ce2ddb7b1e7",NA,4.19,NA,642,NA,118,20171003,NA,13185,2
236,"04c769db13764e6784ecd8e3fc25e207",NA,2.62,NA,78,NA,118,20170804,NA,8144,4
237,"04c769db13764e6784ecd8e3fc25e207",NA,0.8,NA,354,NA,118,20170804,NA,8144,4
238,"04c769db13764e6784ecd8e3fc25e207",NA,0.72,NA,378,NA,118,20170804,NA,8144,4
239,"04c769db13764e6784ecd8e3fc25e207",NA,2.44,NA,714,NA,118,20170804,NA,8144,4
240,"04e44377fe9046a3b5b781d1cc74d064",NA,0.27,NA,66,NA,118,20160823,NA,15193,1
241,"04e44377fe9046a3b5b781d1cc74d064",NA,4.44,NA,132,NA,118,20160823,NA,15193,1
242,"04e44377fe9046a3b5b781d1cc74d064",NA,1.82,NA,342,NA,118,20160823,NA,15193,1
243,"05417c4386804c4fa74e34a3ca632f49",NA,0.94,NA,222,NA,118,20160707,NA,14492,1
244,"05417c4386804c4fa74e34a3ca632f49",NA,1.36,NA,228,NA,118,20160707,NA,14492,1
245,"05417c4386804c4fa74e34a3ca632f49",NA,3.22,NA,312,NA,118,20160707,NA,14492,1
246,"05417c4386804c4fa74e34a3ca632f49",NA,4,NA,342,NA,118,20160707,NA,14492,1
247,"05417c4386804c4fa74e34a3ca632f49",NA,0.46,NA,396,NA,118,20160707,NA,14492,1
248,"05417c4386804c4fa74e34a3ca632f49",NA,1.15,NA,504,NA,118,20160707,NA,14492,1
249,"05417c4386804c4fa74e34a3ca632f49",NA,2.58,NA,528,NA,118,20160707,NA,14492,1
250,"05417c4386804c4fa74e34a3ca632f49",NA,1.06,NA,612,NA,118,20160707,NA,14492,1
251,"05417c4386804c4fa74e34a3ca632f49",NA,2.92,NA,636,NA,118,20160707,NA,14492,1
252,"05417c4386804c4fa74e34a3ca632f49",NA,0.85,NA,684,NA,118,20160707,NA,14492,1
253,"05417c4386804c4fa74e34a3ca632f49",NA,0.1,NA,690,NA,118,20160707,NA,14492,1
254,"055a2a48b6f84b5ba3427e05e6beeb3f",NA,1.34,NA,246,NA,118,20160215,NA,3267,1
255,"055a2a48b6f84b5ba3427e05e6beeb3f",NA,5.09,NA,474,NA,118,20160215,NA,3267,1
256,"055a2a48b6f84b5ba3427e05e6beeb3f",NA,1.32,NA,504,NA,118,20160215,NA,3267,1
257,"055a2a48b6f84b5ba3427e05e6beeb3f",NA,2.88,NA,576,NA,118,20160215,NA,3267,1
258,"056b230b94304920a5c289974acaeb0c",NA,2.44,NA,138,NA,118,20170829,NA,11171,2
