"","person_id","offer_id","spent_amount","reward_paid","time","gender","age","became_member_on","income","profile_number"
"41","07d5af069ead41e9994707b6caf0312a","2298d6c36e964ae4a3e7e9706d1fb8c2","56.77","3","336",NA,"118","20151230",NA,"10294"
"42","07d5af069ead41e9994707b6caf0312a","2906b810c7d4411798c6938adc9daaa5","56.77","2","336",NA,"118","20151230",NA,"10294"
"43","07d5af069ead41e9994707b6caf0312a","9b98b8c7a33c4b65b9aebfe6a799e6d9","5.47","5","504",NA,"118","20151230",NA,"10294"
"44","085efb39e80140f08b90e0d77299958b","f19421c1d4aa40978ebb69ca19b0e20d","9.06","5","540",NA,"118","20160119",NA,"13511"
"45","08a06986ff2d45079b0b8a9322a570bf","9b98b8c7a33c4b65b9aebfe6a799e6d9","7.14","5","516",NA,"118","20180215",NA,"1272"
"46","08c7da2729124558865ab2aa17692fba","fafdcd668e3743c1bb461111dcafc2a4","5.67","2","132",NA,"118","20160407",NA,"5835"
"47","08c7da2729124558865ab2aa17692fba","fafdcd668e3743c1bb461111dcafc2a4","6.47","2","660",NA,"118","20160407",NA,"5835"
"48","08f478cb589a4dcb882a079b1ccffc20","fafdcd668e3743c1bb461111dcafc2a4","5.99","2","522",NA,"118","20161222",NA,"16640"
"49","08f478cb589a4dcb882a079b1ccffc20","0b1e1539f2cc45b7b9fa7c272da2e1d7","6.41","5","600",NA,"118","20161222",NA,"16640"
"50","08f9f15c18064a80b9ee82256bafd697","2298d6c36e964ae4a3e7e9706d1fb8c2","6.55","3","384",NA,"118","20150801",NA,"10752"
"51","08f9f15c18064a80b9ee82256bafd697","f19421c1d4aa40978ebb69ca19b0e20d","8","5","594",NA,"118","20150801",NA,"10752"
"52","092e0c1da23a48f3bc18627d390e83d5","fafdcd668e3743c1bb461111dcafc2a4","3.92","2","372",NA,"118","20161222",NA,"9206"
"53","098d124614df4e4b862d678160b98638","f19421c1d4aa40978ebb69ca19b0e20d","5.47","5","618",NA,"118","20160101",NA,"1202"
"54","0a0e3bd8c3dc4127ada0c58bcf997da7","fafdcd668e3743c1bb461111dcafc2a4","10.05","2","186",NA,"118","20171008",NA,"16645"
"55","0a0e3bd8c3dc4127ada0c58bcf997da7","fafdcd668e3743c1bb461111dcafc2a4","4","2","624",NA,"118","20171008",NA,"16645"
"56","0a6a4f5b66974c8ba7dfdba2ce7a432a","2298d6c36e964ae4a3e7e9706d1fb8c2","3.72","3","600",NA,"118","20170513",NA,"14150"
"57","0a9b887bdf2d41b592ba69549760f191","2298d6c36e964ae4a3e7e9706d1fb8c2","3.75","3","372",NA,"118","20150814",NA,"15464"
"58","0bb1b63ae72141ceaa722b966df2d6d2","f19421c1d4aa40978ebb69ca19b0e20d","12.95","5","372",NA,"118","20160513",NA,"1846"
"59","0c21d96502a64b6c9a90d5ca2b8a7be8","2298d6c36e964ae4a3e7e9706d1fb8c2","5.34","3","444",NA,"118","20160315",NA,"11696"
"60","0c2b6d3f0ec041e0b3ff7bca40fd57c1","2298d6c36e964ae4a3e7e9706d1fb8c2","8.47","3","210",NA,"118","20180405",NA,"9503"
"61","0c2f0f0606384933a1d47dcc022bee2e","fafdcd668e3743c1bb461111dcafc2a4","4.12","2","636",NA,"118","20170726",NA,"9007"
"62","0c4636aab4284e1484b7f88c6d48ba36","0b1e1539f2cc45b7b9fa7c272da2e1d7","36.04","5","624",NA,"118","20180106",NA,"11660"
"63","0c55f7afe6a44b859a2344af100ec3f3","0b1e1539f2cc45b7b9fa7c272da2e1d7","70.28","5","492",NA,"118","20170616",NA,"6647"
"64","0c55f7afe6a44b859a2344af100ec3f3","2298d6c36e964ae4a3e7e9706d1fb8c2","64.79","3","582",NA,"118","20170616",NA,"6647"
"65","0c55f7afe6a44b859a2344af100ec3f3","9b98b8c7a33c4b65b9aebfe6a799e6d9","64.79","5","582",NA,"118","20170616",NA,"6647"
"66","0cefab35004f4329971c5a91696932b4","2298d6c36e964ae4a3e7e9706d1fb8c2","0.54","3","66",NA,"118","20160621",NA,"13603"
"67","0cefab35004f4329971c5a91696932b4","fafdcd668e3743c1bb461111dcafc2a4","3.63","2","546",NA,"118","20160621",NA,"13603"
"68","0cefab35004f4329971c5a91696932b4","ae264e3637204a6fb9bb56bc8210ddfd","69.31","10","564",NA,"118","20160621",NA,"13603"
"69","0cefab35004f4329971c5a91696932b4","2298d6c36e964ae4a3e7e9706d1fb8c2","1.07","3","678",NA,"118","20160621",NA,"13603"
"70","0d22a83650df410d978e9ae2a3f94152","9b98b8c7a33c4b65b9aebfe6a799e6d9","5.44","5","474",NA,"118","20170312",NA,"11891"
"71","0d4bc2b53dcf4489bffe55c3a32adf1f","4d5c57ea9a6940dd891ad53e9dbe8da0","15.44","10","36",NA,"118","20160525",NA,"10754"
"72","0d4bc2b53dcf4489bffe55c3a32adf1f","fafdcd668e3743c1bb461111dcafc2a4","1.56","2","612",NA,"118","20160525",NA,"10754"
"73","0d9b73ed8868407e9fc6537bf08f1610","fafdcd668e3743c1bb461111dcafc2a4","6.07","2","582",NA,"118","20140223",NA,"7426"
"74","0f1fe763ba994fe2b415920a6410507e","fafdcd668e3743c1bb461111dcafc2a4","1.2","2","180",NA,"118","20170922",NA,"13047"
"75","0f6d41cb9bd144e3b091286856d12f5c","9b98b8c7a33c4b65b9aebfe6a799e6d9","5.96","5","144",NA,"118","20180427",NA,"12840"
"76","0f947d450cb4409b8084bb342cfc895e","fafdcd668e3743c1bb461111dcafc2a4","2.4","2","648",NA,"118","20170604",NA,"7933"
"77","0fa15afeba8742808fac651d0611a018","2298d6c36e964ae4a3e7e9706d1fb8c2","15.72","3","318",NA,"118","20180303",NA,"2204"
"78","101cb7cd41fb4aca81bc57af7c61b9ac","2298d6c36e964ae4a3e7e9706d1fb8c2","5.2","3","108",NA,"118","20170402",NA,"8839"
"79","101cb7cd41fb4aca81bc57af7c61b9ac","fafdcd668e3743c1bb461111dcafc2a4","9.33","2","408",NA,"118","20170402",NA,"8839"
"80","101cb7cd41fb4aca81bc57af7c61b9ac","0b1e1539f2cc45b7b9fa7c272da2e1d7","3.52","5","534",NA,"118","20170402",NA,"8839"
"81","101cb7cd41fb4aca81bc57af7c61b9ac","f19421c1d4aa40978ebb69ca19b0e20d","10.13","5","552",NA,"118","20170402",NA,"8839"
"82","104cbbfdad2848a697b4632d871acc3c","fafdcd668e3743c1bb461111dcafc2a4","4.66","2","582",NA,"118","20140608",NA,"2251"
"83","10959e2d58c44e619045135b32b4f255","9b98b8c7a33c4b65b9aebfe6a799e6d9","6.51","5","600",NA,"118","20170424",NA,"4968"
"84","11272c6ccf0c40fb8b30a88711a57bf5","fafdcd668e3743c1bb461111dcafc2a4","4.9","2","102",NA,"118","20160531",NA,"10803"
"85","11fff2c68123408b93e01ea1deece057","fafdcd668e3743c1bb461111dcafc2a4","2.79","2","54",NA,"118","20180117",NA,"3431"
"86","1218e2bc59f64a619f3503e9c8b76f9d","fafdcd668e3743c1bb461111dcafc2a4","2.72","2","396",NA,"118","20151209",NA,"4158"
"87","1252c957dfb44171a3cbe9ad5f0ea1d7","2298d6c36e964ae4a3e7e9706d1fb8c2","9.99","3","54",NA,"118","20180309",NA,"12131"
"88","125562e434cd48fd9297a5f67111d5ce","fafdcd668e3743c1bb461111dcafc2a4","1.92","2","366",NA,"118","20160115",NA,"10851"
"89","12779c18e3ff4c42ba1f30973d9d4009","9b98b8c7a33c4b65b9aebfe6a799e6d9","5.98","5","420",NA,"118","20170430",NA,"6183"
"90","12da1e886d0c405299369ee3f0d975e1","9b98b8c7a33c4b65b9aebfe6a799e6d9","5.68","5","672",NA,"118","20180215",NA,"3667"
"91","1303cccd542e4e63af9e04f2587e6261","9b98b8c7a33c4b65b9aebfe6a799e6d9","5.05","5","36",NA,"118","20160817",NA,"12760"
"92","1303cccd542e4e63af9e04f2587e6261","2906b810c7d4411798c6938adc9daaa5","4.89","2","486",NA,"118","20160817",NA,"12760"
"93","1303cccd542e4e63af9e04f2587e6261","2906b810c7d4411798c6938adc9daaa5","9.2","2","552",NA,"118","20160817",NA,"12760"
"94","136a0b14cb2c42faa5a7492eb43480c5","f19421c1d4aa40978ebb69ca19b0e20d","7.9","5","198",NA,"118","20160209",NA,"11299"
"95","13bb9b5a8be748d6ae7ed5ad3ce902a6","2298d6c36e964ae4a3e7e9706d1fb8c2","5.61","3","660",NA,"118","20171201",NA,"6797"
"96","13ecf35c6ec649db93b66c311b7e75ba","2298d6c36e964ae4a3e7e9706d1fb8c2","3.44","3","576",NA,"118","20171119",NA,"1633"
"97","148adfcaa27d485b82f323aaaad036bd","2298d6c36e964ae4a3e7e9706d1fb8c2","5.79","3","552",NA,"118","20150919",NA,"12"
"98","149f67791ca9431bb9c27f9f59a4435a","2298d6c36e964ae4a3e7e9706d1fb8c2","4.13","3","408",NA,"118","20151210",NA,"610"
"99","155c4892fe1748d885cfc18f619597ed","2298d6c36e964ae4a3e7e9706d1fb8c2","2.01","3","156",NA,"118","20180114",NA,"367"
"100","1575f73eb0274ab6b25567ace5ba2a90","2906b810c7d4411798c6938adc9daaa5","82.46","2","24",NA,"118","20160602",NA,"11385"
"101","15a8348b98f24aa3a2a492e861625b93","fafdcd668e3743c1bb461111dcafc2a4","2.23","2","330",NA,"118","20170912",NA,"11618"
"102","1613a53bee9140d1af95ef481a08c372","fafdcd668e3743c1bb461111dcafc2a4","8.12","2","702",NA,"118","20160229",NA,"792"
"103","17df9c48780d4124b2448aeedb3ba095","2298d6c36e964ae4a3e7e9706d1fb8c2","2.63","3","516",NA,"118","20160605",NA,"16038"
"104","1820183da493419599d98809e3308bae","9b98b8c7a33c4b65b9aebfe6a799e6d9","5.04","5","564",NA,"118","20180315",NA,"7354"
"105","19922e284d024fd2961bc2d2e7172ab5","9b98b8c7a33c4b65b9aebfe6a799e6d9","11.2","5","510",NA,"118","20171104",NA,"11861"
"106","19fc24db285b41b8b91546f8ba7a1557","2298d6c36e964ae4a3e7e9706d1fb8c2","9.94","3","534",NA,"118","20160105",NA,"11896"
"107","1b13f0dc7eca4451bf9dc1454140846f","2298d6c36e964ae4a3e7e9706d1fb8c2","2.62","3","156",NA,"118","20151017",NA,"4008"
"108","1b2df224a41b4aa9a269be43a4b4d0ba","fafdcd668e3743c1bb461111dcafc2a4","0.38","2","678",NA,"118","20170303",NA,"12163"
"109","1b5ba45f9979429b8eb0454c46724a75","f19421c1d4aa40978ebb69ca19b0e20d","7.86","5","564",NA,"118","20150809",NA,"6288"
"110","1b72ba4f73a54e6382f1a5eab5342bdc","f19421c1d4aa40978ebb69ca19b0e20d","6.53","5","420",NA,"118","20180302",NA,"7315"
"111","1b8c2bb8e244461c9266ad07fcb78d83","f19421c1d4aa40978ebb69ca19b0e20d","7.05","5","66",NA,"118","20170503",NA,"15560"
"112","1b8c2bb8e244461c9266ad07fcb78d83","9b98b8c7a33c4b65b9aebfe6a799e6d9","6.29","5","588",NA,"118","20170503",NA,"15560"
"113","1bdb72b74a1c45dfaa55fde628c23580","fafdcd668e3743c1bb461111dcafc2a4","11.33","2","408",NA,"118","20171217",NA,"5730"
"114","1bdb72b74a1c45dfaa55fde628c23580","fafdcd668e3743c1bb461111dcafc2a4","11.33","2","408",NA,"118","20171217",NA,"5730"
"115","1bfed1986f2e4551962088417ac886d5","fafdcd668e3743c1bb461111dcafc2a4","9.8","2","204",NA,"118","20171005",NA,"2518"
"116","1c57a581a7a24d39a617122b5cb35747","ae264e3637204a6fb9bb56bc8210ddfd","11.9","10","438",NA,"118","20170310",NA,"16699"
"117","1c6374cf326748ba9f05dcdb0bd4381b","9b98b8c7a33c4b65b9aebfe6a799e6d9","8.1","5","414",NA,"118","20160106",NA,"5793"
"118","1c6374cf326748ba9f05dcdb0bd4381b","f19421c1d4aa40978ebb69ca19b0e20d","6.95","5","588",NA,"118","20160106",NA,"5793"
"119","1d02e70963a6471c9fe05962b0766d32","fafdcd668e3743c1bb461111dcafc2a4","4.68","2","636",NA,"118","20170325",NA,"9117"
"120","1d25a96a0ba44f4eb28f587adf3ba9dd","2906b810c7d4411798c6938adc9daaa5","5.27","2","576",NA,"118","20160506",NA,"195"
"121","1d25a96a0ba44f4eb28f587adf3ba9dd","f19421c1d4aa40978ebb69ca19b0e20d","5.27","5","576",NA,"118","20160506",NA,"195"
"122","1dc3755f202d4c3789d29084729acad0","f19421c1d4aa40978ebb69ca19b0e20d","6.26","5","186",NA,"118","20160321",NA,"9675"
"123","1e663ba7cf0a420e93a1ed185db67c78","2298d6c36e964ae4a3e7e9706d1fb8c2","7.73","3","612",NA,"118","20150831",NA,"14892"
"124","1e9bab3a7f2c4ea1ab799bebbc978859","fafdcd668e3743c1bb461111dcafc2a4","5.4","2","342",NA,"118","20160330",NA,"4010"
"125","1e9bab3a7f2c4ea1ab799bebbc978859","f19421c1d4aa40978ebb69ca19b0e20d","5.33","5","432",NA,"118","20160330",NA,"4010"
"126","1efb4a45f5c34db4b07ebd19bdfc1b41","2298d6c36e964ae4a3e7e9706d1fb8c2","2.53","3","144",NA,"118","20160607",NA,"16870"
"127","1f95b63330504bcca452f946a265461e","2298d6c36e964ae4a3e7e9706d1fb8c2","6.21","3","426",NA,"118","20170104",NA,"2675"
"128","1f99fa0f7d48410e9445aeb509db2d18","9b98b8c7a33c4b65b9aebfe6a799e6d9","7.68","5","570",NA,"118","20160617",NA,"10656"
"129","200a4da6dfc341c8940291b10292526e","fafdcd668e3743c1bb461111dcafc2a4","1.44","2","216",NA,"118","20170627",NA,"9624"
"130","200a4da6dfc341c8940291b10292526e","2298d6c36e964ae4a3e7e9706d1fb8c2","1.18","3","564",NA,"118","20170627",NA,"9624"
"131","208ee0fcd764461c8cd493c68a72bd81","9b98b8c7a33c4b65b9aebfe6a799e6d9","6.7","5","438",NA,"118","20170913",NA,"2146"
"132","208ee0fcd764461c8cd493c68a72bd81","f19421c1d4aa40978ebb69ca19b0e20d","6.7","5","438",NA,"118","20170913",NA,"2146"
"133","21235376597f4d94af106ebba288304c","2298d6c36e964ae4a3e7e9706d1fb8c2","1.02","3","600",NA,"118","20150912",NA,"7701"
"134","212a2120b14d4ed88a10d2524c715b28","2906b810c7d4411798c6938adc9daaa5","1.11","2","270",NA,"118","20160225",NA,"1685"
"135","218ca70819f7456eb87f6457628bef29","f19421c1d4aa40978ebb69ca19b0e20d","7.34","5","498",NA,"118","20170527",NA,"798"
"136","218ca70819f7456eb87f6457628bef29","fafdcd668e3743c1bb461111dcafc2a4","7.34","2","498",NA,"118","20170527",NA,"798"
"137","224afdf57c184294952f3ba48bddfd0d","2298d6c36e964ae4a3e7e9706d1fb8c2","7.78","3","354",NA,"118","20160921",NA,"16362"
"138","22588cd5f5e14859b153c7e9221085bd","f19421c1d4aa40978ebb69ca19b0e20d","10.09","5","216",NA,"118","20161028",NA,"4997"
"139","22588cd5f5e14859b153c7e9221085bd","fafdcd668e3743c1bb461111dcafc2a4","3.73","2","618",NA,"118","20161028",NA,"4997"
"140","22e48d2f671b4bcd97de9a51363ac680","fafdcd668e3743c1bb461111dcafc2a4","3.03","2","612",NA,"118","20170226",NA,"11875"
"141","2347c2ad74fb40b1a9652cd9d1ca04ba","9b98b8c7a33c4b65b9aebfe6a799e6d9","7.96","5","474",NA,"118","20160627",NA,"2785"
"142","23662b3a42f64b17a19111b49bfebd71","9b98b8c7a33c4b65b9aebfe6a799e6d9","5.14","5","492",NA,"118","20160709",NA,"8797"
"143","24ed163d8e0d467fb01eda3d6fd78528","fafdcd668e3743c1bb461111dcafc2a4","6.02","2","66",NA,"118","20130920",NA,"8067"
"144","2501ffd88b2b44d28810e3c3387fbcca","f19421c1d4aa40978ebb69ca19b0e20d","8.61","5","288",NA,"118","20170531",NA,"10043"
"145","251fa816e9b84da585d07025ee0388ce","2906b810c7d4411798c6938adc9daaa5","10.77","2","270",NA,"118","20151012",NA,"12754"
"146","2520b80ef6024377adb7d8fb5691160e","fafdcd668e3743c1bb461111dcafc2a4","1.29","2","648",NA,"118","20170506",NA,"1455"
"147","256febc6ae7440a1861d688f876d7830","fafdcd668e3743c1bb461111dcafc2a4","4.48","2","126",NA,"118","20161208",NA,"2868"
"148","25b4b4120a1a4cb6b7c6bc929a419ba6","fafdcd668e3743c1bb461111dcafc2a4","1.48","2","228",NA,"118","20170415",NA,"606"
"149","25b4b4120a1a4cb6b7c6bc929a419ba6","2298d6c36e964ae4a3e7e9706d1fb8c2","3.48","3","252",NA,"118","20170415",NA,"606"
"150","25c906289d154b66bf579693f89481c9","f19421c1d4aa40978ebb69ca19b0e20d","8.06","5","426",NA,"118","20180113",NA,"40"
"151","263949aa5243478395df4d46a1cbf037","2298d6c36e964ae4a3e7e9706d1fb8c2","2.56","3","492",NA,"118","20180613",NA,"13282"
"152","264fdf78a4f240bd981b122ee31a9e2d","2298d6c36e964ae4a3e7e9706d1fb8c2","5.92","3","444",NA,"118","20170811",NA,"8127"
"153","264fdf78a4f240bd981b122ee31a9e2d","fafdcd668e3743c1bb461111dcafc2a4","0.73","2","486",NA,"118","20170811",NA,"8127"
"154","26a60b8bdb17403abf9cead05632d0f1","2298d6c36e964ae4a3e7e9706d1fb8c2","2.19","3","516",NA,"118","20170214",NA,"4825"
"155","270e7fd65f7e45c58b79d0d8ad2c72ab","9b98b8c7a33c4b65b9aebfe6a799e6d9","5.9","5","444",NA,"118","20180525",NA,"15233"
"156","27389f66304d483ba97a6afe011c702e","2298d6c36e964ae4a3e7e9706d1fb8c2","4.98","3","642",NA,"118","20160220",NA,"13994"
"157","2783bda0c3564efa82754065f3256a05","2298d6c36e964ae4a3e7e9706d1fb8c2","6.32","3","318",NA,"118","20150813",NA,"14298"
"158","279318c88a9e451084f9c59a827f21a7","2906b810c7d4411798c6938adc9daaa5","3.28","2","672",NA,"118","20151004",NA,"8931"
"159","279318c88a9e451084f9c59a827f21a7","2298d6c36e964ae4a3e7e9706d1fb8c2","1.21","3","714",NA,"118","20151004",NA,"8931"
"160","279e4e1e7b5741669a6f382b45ea203f","0b1e1539f2cc45b7b9fa7c272da2e1d7","1.6","5","300",NA,"118","20160716",NA,"5427"
"161","279e4e1e7b5741669a6f382b45ea203f","2298d6c36e964ae4a3e7e9706d1fb8c2","2.09","3","588",NA,"118","20160716",NA,"5427"
"162","27ba8ac89a484a7fa6e7f5f2e97e3958","2298d6c36e964ae4a3e7e9706d1fb8c2","4.13","3","84",NA,"118","20161226",NA,"10518"
"163","27dac1317d3840aca6afc2851177e98a","f19421c1d4aa40978ebb69ca19b0e20d","6.95","5","186",NA,"118","20170130",NA,"14217"
"164","27dac1317d3840aca6afc2851177e98a","fafdcd668e3743c1bb461111dcafc2a4","6.95","2","186",NA,"118","20170130",NA,"14217"
"165","2827bcfdcb7647c3bef3f6dac65510fb","9b98b8c7a33c4b65b9aebfe6a799e6d9","5.09","5","408",NA,"118","20170907",NA,"8359"
"166","2847621b6efc4ad5a039fe338fef2890","f19421c1d4aa40978ebb69ca19b0e20d","6.95","5","414",NA,"118","20151021",NA,"4588"
"167","28ddc2fd0f9344008828d2fd1d846e24","fafdcd668e3743c1bb461111dcafc2a4","9.07","2","558",NA,"118","20160528",NA,"4984"
"168","2a06fdb4f40749cb8830973a99e9672a","fafdcd668e3743c1bb461111dcafc2a4","2.78","2","108",NA,"118","20151021",NA,"6637"
"169","2a06fdb4f40749cb8830973a99e9672a","f19421c1d4aa40978ebb69ca19b0e20d","6.42","5","654",NA,"118","20151021",NA,"6637"
"170","2a18130a7d8e4824a57f2a9ef8c9920b","2298d6c36e964ae4a3e7e9706d1fb8c2","4.98","3","618",NA,"118","20160625",NA,"11950"
"171","2a18130a7d8e4824a57f2a9ef8c9920b","2298d6c36e964ae4a3e7e9706d1fb8c2","4.98","3","618",NA,"118","20160625",NA,"11950"
"172","2a2434a742fc40df952c536485bb205a","2298d6c36e964ae4a3e7e9706d1fb8c2","6.68","3","222",NA,"118","20160913",NA,"3734"
"173","2a2c5ee51e784e0bb4a956a4d36ae159","f19421c1d4aa40978ebb69ca19b0e20d","11.53","5","210",NA,"118","20160730",NA,"12090"
"174","2a2c5ee51e784e0bb4a956a4d36ae159","4d5c57ea9a6940dd891ad53e9dbe8da0","11","10","360",NA,"118","20160730",NA,"12090"
"175","2a2c5ee51e784e0bb4a956a4d36ae159","9b98b8c7a33c4b65b9aebfe6a799e6d9","6.16","5","528",NA,"118","20160730",NA,"12090"
"176","2a2c5ee51e784e0bb4a956a4d36ae159","f19421c1d4aa40978ebb69ca19b0e20d","7.26","5","618",NA,"118","20160730",NA,"12090"
"177","2a3a4c2372184141a1532f394d669004","9b98b8c7a33c4b65b9aebfe6a799e6d9","5.84","5","540",NA,"118","20170107",NA,"10774"
"178","2ad11a6f663a4ac1ae56b0b0c54c8086","fafdcd668e3743c1bb461111dcafc2a4","5.64","2","264",NA,"118","20160211",NA,"2986"
"179","2ad11a6f663a4ac1ae56b0b0c54c8086","f19421c1d4aa40978ebb69ca19b0e20d","5.5","5","690",NA,"118","20160211",NA,"2986"
"180","2afcff4b5f4c42fc98b0280a0c8febc9","fafdcd668e3743c1bb461111dcafc2a4","131.09","2","210",NA,"118","20160605",NA,"561"
"181","2afcff4b5f4c42fc98b0280a0c8febc9","f19421c1d4aa40978ebb69ca19b0e20d","12.03","5","588",NA,"118","20160605",NA,"561"
"182","2afcff4b5f4c42fc98b0280a0c8febc9","fafdcd668e3743c1bb461111dcafc2a4","12.03","2","588",NA,"118","20160605",NA,"561"
"183","2bc488b1838449ebb5550f7772483a4a","2298d6c36e964ae4a3e7e9706d1fb8c2","8.93","3","246",NA,"118","20171208",NA,"9066"
"184","2c4fbcf0ef95498f923f7c7424dc4839","2906b810c7d4411798c6938adc9daaa5","3.68","2","516",NA,"118","20170331",NA,"2186"
